Num,File,Subset,Fruit,Color,Count,DateTime,GPSAltitude,GPSLatitude,GPSLongitude>,GPSImgDirection,GPSDestBearing,ShutterSpeedValue,SubsecTimeDigitized,ExposureTime,BrightnessValue
439,IMG_3600.png,BANANA_COUNT,BANANA,COLOR-NA,3_THREE,2019-07-19 17:50:26,338,37;53.7963N,122;15.5447W,264665/3931,264665/3931,260036/48857,759,1/40,68611/13384
440,IMG_3589.png,BANANA_COUNT,BANANA,COLOR-NA,3_THREE,2019-07-19 17:48:42,335,37;53.7985N,122;15.5489W,233293/3522,233293/3522,84572/17235,239,1/30,25255/5377
441,IMG_3414.png,BANANA_COUNT,BANANA,COLOR-NA,3_THREE,2019-07-19 17:18:23,334,37;53.7987N,122;15.5562W,195126/1693,195126/1693,194444/28147,550,1/120,74631/11942
442,IMG_3388.png,BANANA_COUNT,BANANA,COLOR-NA,3_THREE,2019-07-19 17:12:38,335,37;53.792N,122;15.5539W,399594/1303,399594/1303,194444/28147,615,1/120,108411/17242
443,IMG_3572.png,BANANA_COUNT,BANANA,COLOR-NA,3_THREE,2019-07-19 17:46:50,338,37;53.8015N,122;15.5457W,68300/1541,68300/1541,84572/17235,085,1/30,68079/14540
444,IMG_3374.png,BANANA_COUNT,BANANA,COLOR-NA,3_THREE,2019-07-19 17:11:41,335,37;53.7957N,122;15.5544W,256932/11347,241195/10652,194444/28147,046,1/120,47887/8591
445,IMG_3361.png,BANANA_COUNT,BANANA,COLOR-NA,3_THREE,2019-07-19 17:09:37,334,37;53.7978N,122;15.5557W,1468358/15853,1517541/16384,49625/8401,512,1/60,231558/43567
446,IMG_3460.png,BANANA_COUNT,BANANA,COLOR-NA,3_THREE,2019-07-19 17:23:50,335,37;53.7957N,122;15.5553W,631409/2436,688692/2657,103565/14521,977,1/140,88647/13256
447,IMG_3461.png,BANANA_COUNT,BANANA,COLOR-NA,3_THREE,2019-07-19 17:23:58,333,37;53.7948N,122;15.5557W,734290/3841,773289/4045,260036/48857,900,1/40,162802/33331
448,IMG_3466.png,BANANA_COUNT,BANANA,COLOR-NA,3_THREE,2019-07-19 17:24:25,334,37;53.7942N,122;15.5516W,320985/1181,320985/1181,35317/4237,459,1/323,84517/10923
449,IMG_3119.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:29:28,331,37;53.7992N,122;15.5544W,200643/1024,200643/1024,64165/9168,776,1/128,76651/12188
450,IMG_3124.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:29:53,331,37;53.8012N,122;15.5585W,131821/1024,131821/1024,194444/28147,199,1/120,68303/10642
451,IMG_3118.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:29:14,333,37;53.7967N,122;15.5498W,290113/2048,290113/2048,34268/3495,111,1/894,90011/9823
452,IMG_3046.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:19:28,331,37;53.8003N,122;15.5585W,260208/1133,260208/1133,49625/8401,947,1/60,248827/49727
453,IMG_3132.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:32:03,329,37;53.7975N,122;15.5576W,216661/635,216661/635,31520/3293,599,1/761,83262/9389
454,IMG_3126.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:30:07,331,37;53.8012N,122;15.5576W,432096/1319,432096/1319,194444/28147,986,1/120,65999/10648
455,IMG_3123.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:29:48,330,37;53.8007N,122;15.5589W,2057305/21717,2057305/21717,194444/28147,227,1/120,56573/9137
456,IMG_3122.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:29:48,330,37;53.8007N,122;15.5589W,2057305/21717,2057305/21717,194444/28147,824,1/120,79405/12813
457,IMG_3120.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:29:36,330,37;53.7987N,122;15.5594W,861205/5533,861205/5533,64293/8153,988,1/237,278641/37696
458,IMG_3121.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:29:40,330,37;53.7985N,122;15.5598W,338927/2048,338927/2048,194444/28147,245,1/120,70591/12523
459,IMG_3055.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:21:43,330,37;53.7985N,122;15.5571W,314027/942,314027/942,194444/28147,065,1/120,58295/9597
460,IMG_3026.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:16:17,332,37;53.7982N,122;15.558W,545151/14555,545151/14555,84572/17235,513,1/30,144995/34838
461,IMG_3152.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:35:32,328,37;53.793N,122;15.5663W,1988551/7817,1988551/7817,251856/35063,408,1/145,101861/14851
462,IMG_3153.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:35:43,328,37;53.7982N,122;15.5635W,238651/10585,238651/10585,194444/28147,853,1/120,61174/10761
463,IMG_3027.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:16:28,333,37;53.7967N,122;15.5594W,71555/2303,71555/2303,84572/17235,156,1/30,24629/5886
464,IMG_3019.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:14:43,330,37;53.8N,122;15.5484W,252413/1049,252413/1049,84572/17235,722,1/30,34073/10207
465,IMG_3025.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:15:58,330,37;53.7997N,122;15.558W,161146/5409,161146/5409,84572/17235,362,1/30,51503/12175
466,IMG_3024.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:15:41,330,37;53.7993N,122;15.553W,276577/2942,276577/2942,84572/17235,139,1/30,40907/10034
467,IMG_3020.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:14:48,330,37;53.8007N,122;15.5511W,100091/385,100091/385,84572/17235,640,1/30,17355/5924
468,IMG_3154.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:35:49,329,37;53.7988N,122;15.5589W,215079/8192,215079/8192,49625/8401,179,1/60,48871/9850
469,IMG_3545.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-19 17:42:21,336,37;53.7967N,122;15.5457W,311683/999,311683/999,84572/17235,241,1/30,119179/27115
470,IMG_3021.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:15:08,330,37;53.801N,122;15.553W,370109/1253,370109/1253,84572/17235,599,1/30,45267/12095
471,IMG_3023.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:15:34,330,37;53.7987N,122;15.5539W,169441/627,169441/627,84572/17235,617,1/30,9429/2711
472,IMG_3340.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-19 17:06:18,321,37;53.7923N,122;15.5667W,399385/3194,399385/3194,49625/8401,053,1/60,60272/10893
473,IMG_3022.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:15:20,329,37;53.7992N,122;15.5544W,854575/4096,854575/4096,84572/17235,761,1/30,47199/25705
474,IMG_3029.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:16:44,334,37;53.7967N,122;15.5594W,625373/1900,625373/1900,84572/17235,643,1/30,64027/19775
475,IMG_3028.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:16:38,335,37;53.7967N,122;15.5594W,618187/2211,618187/2211,84572/17235,386,1/30,50147/12590
476,IMG_3058.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:22:33,335,37;53.795N,122;15.5585W,307044/3631,338501/4003,49625/8401,865,1/60,160197/31288
477,IMG_3059.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:22:42,335,37;53.7943N,122;15.5576W,302312/2457,302312/2457,108235/13386,556,1/272,76161/10186
478,IMG_4319.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-21 09:36:55,331,37;53.7975N,122;15.5562W,734987/2337,735616/2339,194444/28147,307,1/120,53450/8801
479,IMG_3062.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:23:17,332,37;53.7957N,122;15.5612W,326833/3974,326833/3974,49625/8401,202,1/60,70550/13971
480,IMG_4321.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-21 09:37:12,334,37;53.7992N,122;15.5544W,379627/10174,337724/9051,44988/5743,226,1/228,86719/11898
481,IMG_3116.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:29:07,335,37;53.7973N,122;15.5502W,571106/3205,507135/2846,45767/4167,717,1/2024,93619/8984
482,IMG_4320.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-21 09:37:05,334,37;53.7982N,122;15.5562W,46049/11287,79883/19580,194444/28147,151,1/120,6937/1210
483,IMG_3115.png,LEMON,LEMON,COLOR-NA,NUM-NA,2019-07-17 09:29:01,335,37;53.7973N,122;15.5502W,476993/3132,476993/3132,205921/19656,800,1/1425,81751/8152
484,IMG_3079.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:26:10,333,37;53.795N,122;15.5516W,645351/3671,645351/3671,84572/17235,736,1/30,35954/8879
485,IMG_3086.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:26:30,333,37;53.7957N,122;15.5507W,316018/1403,316018/1403,84572/17235,849,1/30,95913/27532
486,IMG_2777.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:45:39,328,37;53.7968N,122;15.5562W,466429/9298,455142/9073,260036/48857,554,1/40,12222/2545
487,IMG_2788.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:46:39,328,37;53.7975N,122;15.5511W,261121/1615,261121/1615,84572/17235,437,1/30,9208/3015
488,IMG_2789.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:46:42,328,37;53.7978N,122;15.5516W,394064/2423,394064/2423,84572/17235,664,1/30,43616/12495
489,IMG_2992.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:10:04,329,37;53.7978N,122;15.5539W,119641/2415,119641/2415,38907/5561,172,1/128,67895/10684
490,IMG_2986.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:09:04,327,37;53.79N,122;15.5534W,341222/1787,341222/1787,73013/9719,192,1/183,83464/10721
491,IMG_2776.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:45:34,328,37;53.796N,122;15.5566W,123061/2124,123061/2124,84572/17235,285,1/30,39692/8397
492,IMG_3087.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:26:33,333,37;53.7957N,122;15.5507W,109931/769,109931/769,84572/17235,258,1/30,54065/13691
493,IMG_3093.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:27:26,332,37;53.7963N,122;15.5548W,125693/1026,125693/1026,65293/6024,187,1/1832,64441/6219
494,IMG_3078.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:26:06,332,37;53.7957N,122;15.5511W,345679/2849,345679/2849,84572/17235,560,1/30,53117/14915
495,IMG_3085.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:26:27,332,37;53.7955N,122;15.5498W,290005/1346,290005/1346,84572/17235,980,1/30,94007/30876
496,IMG_3278.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-18 14:25:53,327,37;53.7955N,122;15.5658W,467425/3022,467425/3022,100433/12460,291,1/267,229470/29527
497,IMG_2774.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:45:02,330,37;53.7992N,122;15.5548W,380243/1866,380243/1866,84572/17235,800,1/30,71350/22147
498,IMG_3133.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:32:26,331,37;53.7967N,122;15.5571W,376718/1149,376718/1149,194444/28147,589,1/120,64559/10499
499,IMG_2991.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:09:52,328,37;53.7967N,122;15.5562W,718415/2172,718415/2172,49625/8401,804,1/60,34105/6198
500,IMG_2775.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:45:18,330,37;53.7992N,122;15.5553W,435346/2129,435346/2129,84572/17235,495,1/30,75093/38374
501,IMG_3090.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:26:46,334,37;53.7968N,122;15.5511W,1149957/5231,1149957/5231,84572/17235,422,1/30,60661/17984
502,IMG_3084.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:26:24,332,37;53.7957N,122;15.5498W,1730389/8192,1730389/8192,84572/17235,394,1/30,62601/20621
503,IMG_3080.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:26:14,333,37;53.796N,122;15.5516W,246715/1062,246715/1062,84572/17235,542,1/30,61552/14831
504,IMG_3094.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:27:30,332,37;53.7985N,122;15.5548W,551014/4751,653655/5636,45843/4216,493,1/1876,168154/16307
505,IMG_2995.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:10:19,330,37;53.7973N,122;15.5507W,382779/5267,382779/5267,84572/17235,605,1/30,61631/18878
506,IMG_3321.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-18 14:29:48,332,37;53.7943N,122;15.5525W,274295/1674,274295/1674,49625/8401,042,1/60,89495/18073
507,IMG_2771.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:44:55,331,37;53.7982N,122;15.5548W,328567/2172,328567/2172,84572/17235,424,1/30,149137/39275
508,IMG_3137.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:33:47,333,37;53.7948N,122;15.5589W,12313/2052,12313/2052,194444/28147,887,1/120,89080/13851
509,IMG_3136.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:33:40,332,37;53.7962N,122;15.5603W,493809/1846,493809/1846,49625/8401,796,1/60,100719/20839
510,IMG_2957.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:03:50,330,37;53.7932N,122;15.5548W,77367/2048,77367/2048,84572/17235,863,1/30,106032/40049
511,IMG_2994.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:10:12,330,37;53.796N,122;15.5507W,1032753/2941,1124405/3202,84572/17235,512,1/30,525251/125239
512,IMG_3526.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-19 17:40:33,341,37;53.7985N,122;15.5438W,23181/82,23181/82,84572/17235,268,1/30,262620/61873
513,IMG_3095.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:27:36,331,37;53.7985N,122;15.5571W,310229/2713,310229/2713,35152/3579,705,1/905,75575/8061
514,IMG_3081.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:26:16,333,37;53.796N,122;15.5516W,395263/1512,395263/1512,84572/17235,224,1/30,49363/16289
515,IMG_3068.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:25:06,333,37;53.7978N,122;15.5553W,139754/4889,139754/4889,84572/17235,587,1/30,26099/6151
516,IMG_3097.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:27:47,330,37;53.797N,122;15.5576W,217506/1571,217506/1571,168386/20679,704,1/283,45715/5946
517,IMG_3083.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:26:22,333,37;53.7955N,122;15.5507W,431843/1588,431843/1588,84572/17235,592,1/30,102631/42371
518,IMG_2772.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:44:58,331,37;53.7985N,122;15.5548W,344753/1914,344753/1914,84572/17235,507,1/30,24594/6437
519,IMG_2799.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:47:19,328,37;53.7952N,122;15.5498W,534371/1638,534371/1638,84572/17235,549,1/30,48081/14566
520,IMG_2969.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:05:42,331,37;53.7963N,122;15.5484W,2615732/7919,2512675/7607,84572/17235,417,1/30,43597/22572
521,IMG_3134.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:33:35,331,37;53.7927N,122;15.5603W,564199/2048,564199/2048,349751/49021,415,1/141,94069/13867
522,IMG_3108.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:28:29,331,37;53.7975N,122;15.5585W,221849/2764,221849/2764,73839/7594,763,1/845,91924/9999
523,IMG_3109.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:28:32,332,37;53.7968N,122;15.5557W,758236/7587,818699/8192,41600/4167,121,1/1012,51075/5461
524,IMG_3135.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:33:40,332,37;53.7962N,122;15.5603W,493809/1846,493809/1846,49625/8401,357,1/60,100719/20839
525,IMG_2798.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:47:15,328,37;53.795N,122;15.5507W,450779/1485,450779/1485,84572/17235,031,1/30,41825/11973
526,IMG_2940.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:01:23,329,37;53.7952N,122;15.5447W,194180/1139,194180/1139,84572/17235,770,1/30,76995/41336
527,IMG_2773.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:45:00,330,37;53.7992N,122;15.5548W,801336/3599,801336/3599,84572/17235,462,1/30,64195/18384
528,IMG_2997.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:10:30,330,37;53.796N,122;15.5507W,510863/5925,433436/5027,84572/17235,399,1/30,41399/11817
529,IMG_3082.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:26:19,333,37;53.7955N,122;15.5516W,527203/1989,527203/1989,84572/17235,872,1/30,63678/20927
530,IMG_3096.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:27:41,330,37;53.7967N,122;15.5589W,452651/4081,452651/4081,49625/8401,957,1/60,86276/15175
531,IMG_3069.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:25:08,333,37;53.7978N,122;15.5553W,441915/1262,441915/1262,84572/17235,410,1/30,92062/26577
532,IMG_2890.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:54:33,331,37;53.7952N,122;15.5489W,243835/4314,243835/4314,84572/17235,958,1/30,11784/4499
533,IMG_2728.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:42:28,329,37;53.8017N,122;15.5576W,518523/3545,518523/3545,260036/48857,448,1/40,129826/24931
534,IMG_2933.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:00:01,328,37;53.7968N,122;15.5479W,202169/1581,202169/1581,84572/17235,824,1/30,65919/30061
535,IMG_3146.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:34:39,333,37;53.795N,122;15.5589W,445655/13967,393103/12320,49625/8401,304,1/60,36617/7092
536,IMG_3147.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:34:41,334,37;53.795N,122;15.5589W,192175/3941,192175/3941,260036/48857,776,1/40,62104/13183
537,IMG_2932.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:59:58,329,37;53.7968N,122;15.5479W,243424/1777,243424/1777,84572/17235,434,1/30,20784/10087
538,IMG_2891.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:54:35,331,37;53.7952N,122;15.5489W,105343/1283,105343/1283,84572/17235,897,1/30,35911/17047
539,IMG_2893.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:54:39,331,37;53.7952N,122;15.5489W,117329/1057,117329/1057,84572/17235,856,1/30,35374/15977
540,IMG_2878.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:54:02,330,37;53.792N,122;15.5493W,533234/2189,533234/2189,84572/17235,328,1/30,44457/28894
541,IMG_3151.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:34:52,336,37;53.795N,122;15.5589W,477894/1571,477894/1571,84572/17235,938,1/30,28727/6864
542,IMG_3145.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:34:35,334,37;53.795N,122;15.5589W,186097/1468,186097/1468,84572/17235,323,1/30,26099/6151
543,IMG_3144.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:34:33,334,37;53.7948N,122;15.5585W,68863/1236,68863/1236,84572/17235,537,1/30,40468/9167
544,IMG_3150.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:34:49,335,37;53.795N,122;15.5589W,78231/256,78231/256,260036/48857,480,1/40,164155/33919
545,IMG_2879.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:54:04,330,37;53.7927N,122;15.5493W,128077/419,128077/419,84572/17235,436,1/30,85103/41853
546,IMG_2892.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:54:37,331,37;53.7952N,122;15.5489W,240317/2426,240317/2426,84572/17235,713,1/30,98314/41521
547,IMG_3140.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:34:07,337,37;53.7942N,122;15.5553W,3121393/16327,3121393/16327,108908/10781,982,1/1099,80481/8293
548,IMG_3141.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:34:15,337,37;53.7942N,122;15.5553W,416420/2009,416420/2009,194444/28147,164,1/120,39928/6345
549,IMG_3221.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-18 13:38:04,222,37;53.8048N,122;15.5589W,43652/185,43652/185,194444/28147,272,1/120,41719/6376
550,IMG_2881.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:54:08,330,37;53.7945N,122;15.5493W,134743/19430,151546/21853,84572/17235,318,1/30,15979/6694
551,IMG_3143.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:34:25,334,37;53.7948N,122;15.5576W,282939/2087,282939/2087,84572/17235,459,1/30,53675/14186
552,IMG_3142.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:34:20,335,37;53.7948N,122;15.5548W,316408/1333,316408/1333,84572/17235,059,1/30,14301/3890
553,IMG_3397.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-19 17:13:35,333,37;53.793N,122;15.5534W,620863/1822,620863/1822,49625/8401,925,1/60,248198/45757
554,IMG_3208.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-18 13:37:09,211,37;53.808N,122;15.5635W,500002/2183,500002/2183,49625/8401,083,1/60,29396/5701
555,IMG_2880.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:54:06,330,37;53.7937N,122;15.5493W,515092/1555,515092/1555,84572/17235,926,1/30,43793/19505
556,IMG_3013.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:13:21,330,37;53.797N,122;15.5511W,221077/4998,221077/4998,84572/17235,292,1/30,26515/8793
557,IMG_2899.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:54:56,331,37;53.7952N,122;15.5489W,187613/3468,268490/4963,84572/17235,974,1/30,120715/54352
558,IMG_3205.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-18 13:36:56,210,37;53.8083N,122;15.5653W,369082/3211,369082/3211,623147/65199,064,1/754,87207/9818
559,IMG_2912.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:56:54,330,37;53.7943N,122;15.5516W,457771/1351,457771/1351,84572/17235,125,1/30,71799/19538
560,IMG_2913.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:56:58,331,37;53.7942N,122;15.5521W,60762/1309,760523/16384,84572/17235,371,1/30,52477/13447
561,IMG_2873.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:53:51,330,37;53.7932N,122;15.5502W,221327/853,221327/853,84572/17235,669,1/30,132539/71018
562,IMG_3012.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:13:15,330,37;53.7978N,122;15.5493W,200313/3502,200313/3502,84572/17235,399,1/30,51023/20833
563,IMG_3004.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:10:47,330,37;53.796N,122;15.5507W,1862021/6390,1742840/5981,84572/17235,238,1/30,50065/18641
564,IMG_3010.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:12:52,330,37;53.8N,122;15.5507W,173911/26876,157475/24336,84572/17235,881,1/30,41233/11696
565,IMG_3206.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-18 13:37:03,212,37;53.8083N,122;15.5644W,218869/4096,218869/4096,255412/25073,672,1/1166,124695/12502
566,IMG_2736.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:42:57,331,37;53.7957N,122;15.5603W,335094/1361,335094/1361,84572/17235,296,1/30,57475/13996
567,IMG_3400.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-19 17:13:40,333,37;53.793N,122;15.5534W,162646/2973,162646/2973,230636/27277,802,1/351,57747/7417
568,IMG_2911.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:56:49,330,37;53.7945N,122;15.5507W,81325/252,81325/252,194444/28147,875,1/120,71664/12107
569,IMG_2905.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:56:22,330,37;53.7962N,122;15.5461W,994738/3517,1045083/3695,84572/17235,756,1/30,43564/14537
570,IMG_2870.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:53:44,332,37;53.7945N,122;15.5493W,916893/4163,916893/4163,84572/17235,328,1/30,21661/11057
571,IMG_2864.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:53:32,331,37;53.7948N,122;15.5557W,536458/2011,536458/2011,84572/17235,557,1/30,66202/38171
572,IMG_3207.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-18 13:37:06,212,37;53.8083N,122;15.5644W,225181/2371,225181/2371,194621/18762,225,1/1326,62045/6266
573,IMG_3011.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:13:09,331,37;53.7975N,122;15.5489W,392984/3499,460035/4096,84572/17235,261,1/30,92361/42104
574,IMG_3001.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 09:10:37,330,37;53.796N,122;15.5507W,334595/6947,408623/8484,84572/17235,129,1/30,65873/18310
575,IMG_2860.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:53:16,325,37;53.8042N,122;15.5594W,471214/3281,471214/3281,84572/17235,708,1/30,13138/4379
576,IMG_2900.png,APPLE_COUNT,APPLE,COLOR-NA,0-ZERO,2019-07-17 08:54:58,331,37;53.7952N,122;15.5489W,210121/19780,238601/22461,84572/17235,146,1/30,36587/15392
